,document,summary,model,origin,nonfactual_spans
718,"14 April 2015 Last updated at 15:58 BST
Mr Cameron answered their questions on topics such as immigration, what it's like to be PM, and how much it now costs to go to university.
Ayshah also quizzed him on the noisy behaviour of MPs in Prime Minister's Questions - which many Newsround viewers have commented on in the past.
But one girl asked a question that left Mr Cameron stumped: if you could pick one politician apart from yourself, to win - who would it be, and why?","In an interview with Newsround, Prime Minister David Cameron answered questions on various topics including immigration, being PM and the cost of university. Ayshah also asked about the noisy behavior of MPs during PMQs. However, one question left Mr. Cameron stumped; if he could pick one politician, apart from himself, to win, who would it be and why.</s>",mistral7b,XSUM,
719,"Combat Stress said it was already ""struggling to cope"" with the number of former soldiers needing treatment.
The charity, which is treating nearly 6,000 veterans for conditions such as PTSD, said it expected numbers to rise as the Syrian conflict develops.
In 2014 the government said it was investing Â£7.4m to improve services.
RAF air strikes are continuing in Syria after British forces joined allied operations to target so-called Islamic State militants in the country.
But Combat Stress warned it might not be able to afford to support veterans affected by the conflict in the future.
The charity said it was taking a seven-figure sum from its reserves to keep its services running, including three rehabilitation centres, but a spokesman warned if no additional funding was found then services would have to be cut.
In the last financial year referrals to the charity for conditions such as post-traumatic stress disorder (PTSD), anxiety and depression went up by nearly 25% from 1,819 in 2013-14 to 2,328 in 2014-15.
Robert Marsh, fundraising and communications director, said: ""Following a decade of military action in Iraq and Afghanistan, we are now struggling to cope with the thousands of veterans seeking our specialist mental health services.
""With MPs supporting further military action, we urgently need the financial resources to ensure our unique service continues to help the thousands of brave veterans who deserve the very best treatment.""","Combat Stress, a charity that treats nearly 6,000 veterans for conditions such as PTSD, is struggling to cope with the number of former soldiers needing treatment. The charity expects numbers to rise as the Syrian conflict develops. The charity is taking a seven-figure sum from its reserves to keep its services running, including three rehabilitation centres, but a spokesman warned if no additional funding is found then services would have to be cut. In the last financial year referrals to the charity for conditions such as PTSD, anxiety and depression went up by nearly 25%. The charity is urgently calling for more financial resources to ensure its unique service continues to help the thousands of brave veterans who deserve the very best treatment.</s>",mistral7b,XSUM,
720,"Under the proposals, tenants would be asked to sign an agreement not to light up inside their home.
President of the Faculty of Public Health, Prof John Middleton, says some councils and housing associations are already exploring the smoke-free housing idea.
According to the professor, the agreement would be voluntary rather than mandatory, although it would be part of the tenancy contract for new family housing.
He says there would be tenants who would prefer to live in a non-smoking block, particularly if they have children.
Second-hand smoke harms children's lungs and has been linked to an increased risk of cot death in babies.
""We are not saying people can't smoke or that they have to give up smoking. The voluntary agreement would be that they have to smoke outside.""
It would be up to social landlords and housing associations to set the rules. Anyone living in the smoke-free building who signed up would then need to abide by the arrangements.
The US has decided to go a step further and insist all public housing agencies provide smoke-free environments for their residents by the end of July 2018
It will means no-one can smoke inside or within 25 feet of the homes.
Policymakers think so, although it can be difficult to measure the full impact.
A ban on smoking in public places, including restaurants and bars, was introduced in England in 2007.
The government then commissioned a review of the evidence on the impact of the law in England. This was carried out by Prof Linda Bauld from the University of Stirling and the UK Centre for Tobacco Control Studies.
Prof Bauld's report, published in 2011, concluded there had been ""benefits for health"" as well as changes in attitudes and behaviour, with more people looking to cut down on or quit smoking.
According to the charity Action on Smoking and Health (ASH), the majority of people who live in social housing in the UK do not smoke and many of those who do already act responsibly and take their smoke outside.
A spokeswoman said: ""Blanket bans are unlikely to be the answer but it would be great to see social landlords thinking strategically about how they can support healthier environments around smoking.
""Looking at new housing and setting some aside for smoke-free tenancies seems like a sensible suggestion and it would be great to see landlords adopt this as part of a wider approach.""
Simon Clark, director of the smokers' group Forest, said banning smoking in social housing would set a very dangerous precedent.
""Not only would it be a gross invasion of privacy, it would penalise unfairly those who can't afford to buy their own homes.
""How would the policy be enforced? It could create a snooper's charter allowing people to snitch on neighbours, especially those they don't get on with. Children might inadvertently give their parents away, resulting in possible eviction.
""It's not second-hand smoke that's making people's lives a misery. It's puritanical bodies like the Faculty of Public Health who, having campaigned to ban smoking in every pub and club in the country, are now trying to dictate how people behave in their own private space as well.""","The document discusses the proposal for smoke-free housing, where tenants would be asked to sign an agreement not to light up inside their home. The agreement would be voluntary and part of the tenancy contract for new family housing. The US has already implemented a ban on smoking in public housing agencies by the end of July 2018. A review of the evidence on the impact of the law in England concluded there had been ""benefits for health"" as well as changes in attitudes and behaviour. However, some argue that blanket bans are unlikely to be the answer and that social landlords should think strategically about how they can support healthier environments around smoking.</s>",mistral7b,XSUM,
721,"Mr McGuigan Sr, 53, was murdered at his home at Comber Court in the Short Strand area of east Belfast last week.
A 49-year-old man and 32-year-old woman were arrested in separate operations in the city on Wednesday and taken to Antrim police station.
Four other men aged 53, 44, 41, and 39, who were all arrested on Tuesday, remain in custody.
Two guns were found in greater Belfast on Tuesday during searches connected to the investigation.","53-year-old Mr McGuigan Sr was murdered at his home in Short Strand, east Belfast. Four men and two women were arrested in connection with the murder and remain in custody. Two guns were found during searches connected to the investigation.</s>",mistral7b,XSUM,and two women
722,"According to the New York Times, US foreign allies ""were blindly dialling in to Trump Tower"" in the days after the national election.
Further upset was caused when Mr Trump announced he had spoken directly to the Taiwanese president, Tsai Ing-wen, even though formal relations between the US and Taiwan were cut almost 40 years ago at China's behest.
But what is normal procedure for conversations between world leaders? Here are some of the steps taken to smooth out the process and avoid potential pitfalls, from linguistic misunderstandings to prank callers.
""Hello, can I speak to the president?"" is not an off-the-cuff request an operator is ever likely to hear from a world leader.
By the time the initial pleasantries are exchanged between heads of state, the groundwork will have been done behind the scenes by the leaders' respective staff.
""When there is an established relationship between two countries, it might be as simple as one situation room calling its counterpoint and saying my head of state wants to speak to yours,"" says Stephen Yates, who worked as deputy national security adviser to former US Vice-President Dick Cheney.
When countries are in less frequent contact, an ambassador may make the first formal request on their leader's behalf. They will set out the proposed agenda and reasons for the call and, if agreed, the reciprocal team would then work it into busy schedules.
World leaders are typically well briefed before speaking to each other.
In the US, the president is given a dossier from the National Security Council (NSC), the principal US advisory body on national security and foreign policy.
If it is a simple courtesy call, the information provided may be basic, including details on who initiated contact, and two or three recommended talking points. There may also be some need-to-know personal information, such as a reminder to ask after a sick husband or wife.
If the topic is sensitive, the NSC will offer the president an additional short briefing, and then listen in on the call.
World leaders usually have various people listening in on their conversations, including aides and interpreters.
Even when leaders speak another language fluently, they often choose to conduct official calls in their mother tongue.
""Sometimes that is down to national pride, but it's also to avoid misunderstandings and protect nuance,"" says Kevin Hendzel, a former White House linguist.
US presidential translators will have passed security clearances, background checks and even sat polygraph tests, before they become privy to sensitive information involved in high-level diplomacy.
""There are no novices that work at the presidential level,"" says Mr Hendzel. ""It takes a great deal of time for an interpreter to reach this stage. They are also experts in the subject matter, and they know getting a form of address wrong can be a deal breaker.""
""It's apples and oranges when you are comparing transitional calls by a president-elect to those of a head of state in the Oval Office,"" says Mr Yates.
Once Mr Trump is in the hot seat, all his calls will be highly secure and heavily vetted.
""The president will feel like he has just picked up the phone, like any other call, but the call will have been through multiple checks to ensure its fidelity,"" says Mr Yates.
Sometimes this vetting process can be so tight, the wrong people get cut off. ""I am fighting w[ith] the WH [White House] operator who doesn't believe I am who I say,"" wrote exasperated Secretary of State Hillary Clinton in a 2010 email.
Prank calls to presidents are rare, but not unheard of.
Spanish Prime Minister Mariano Rajoy fell victim to hoax in January, when a radio presenter phoned imitating the new separatist leader of Catalonia.
In 2003, a US radio station based in Miami scored the double, when it tricked both the then Venezuelan President Hugo Chavez and his close ally, the former leader of Cuba, Fidel Castro.
Radio El Zol first called Chavez, pretending to be Castro, and then called Castro masquerading as Chavez. When the Cuban realised he had been tricked, he unleashed a torrent of swearwords.
Different radio DJs have also fooled Evo Morales, when he was Bolivia's president-elect in 2005 (pretending to be then Spanish Prime Minister Jose Luis Rodriguez Zapatero), and the Queen (pretending to be Canadian Prime Minister Jean Chretien in 1995).
The Moscow-Washington hotline, often referred to the ""red telephone"", is a special, highly secure system that allows direct communication between the leaders of the United States and Russia.
""Contrary to the myths, it's not actually a phone,"" explains Kevin Hendzel, who worked as senior technical linguist on the project in the 1980s.
The line, used to send text and images (maps, diagrams etc), was developed after the 1962 Cuban Missile Crisis, when the two countries came close to a nuclear war.
It remains an open channel, allowing instant communication if needed. ""Because when it comes to nuclear missiles, everything is measured in minutes,"" says Mr Hendzel.","The New York Times reported that US foreign allies ""were blindly dialling in to Trump Tower"" after the national election. The article also discussed the normal procedure for conversations between world leaders, including the steps taken to smooth out the process and avoid potential pitfalls. The article highlighted that world leaders are typically well briefed before speaking to each other and that various people, including aides and interpreters, often listen in on their conversations. The article also mentioned that prank calls to presidents are rare but not unheard of.</s>",mistral7b,XSUM,
723,"""Our IT systems are now back up and running and we will be operating a full flight schedule at Heathrow and Gatwick,"" the airline said.
But it warned it ""may take some time"" to reunite travellers with their bags.
BA chief executive Alex Cruz earlier blamed a power surge for the disruption which affected 75,000 people.
""There was a power surge and there was a back-up system, which did not work at that particular point in time.
""It was restored after a few hours in terms of some hardware changes... we will make sure that it doesn't happen again,"" Mr Cruz said in his first interview since the systems failure.
He told the BBC this had affected ""all the operating of our systems - baggage, operations, power processing"".
The GMB union blamed the problem on technical staff being outsourced from the UK to India, a claim denied by Mr Cruz.
The focus is now likely to shift towards the financial impact on the airline.
BA is liable to reimburse thousands of passengers for refreshments and hotel expenses, and travel industry commentators have suggested the cost to the company - part of Europe's largest airline group IAG - could run into tens of millions of pounds.
Shares in  IAG, which is listed in both London and Madrid, fell 2.8% in Spain on Monday and are expected to fall again in London trading when it reopens after the bank holiday.
Davy analyst Stephen Furlong said the cost to the carrier of cancelling one day of operations was around Â£30m.
Questions remain about how a power problem could have had such impact.
The BBC's technology correspondent Rory Cellan-Jones said one theory was that returning systems were unusable as the data had become unsynchronised.","The airline, British Airways (BA), has announced that its IT systems are back up and running, and it will resume a full flight schedule at Heathrow and Gatwick. However, the airline warned that it may take some time to reunite travellers with their bags. The cause of the disruption was a power surge that affected 75,000 people. BA's CEO, Alex Cruz, blamed the problem on a back-up system that did not work, and said the airline will make sure that it doesn't happen again. The GMB union has blamed the problem on technical staff being outsourced from the UK to India, a claim denied by Mr Cruz. The focus is now likely to shift towards the financial impact on the airline, which is liable to reimburse thousands of passengers for refreshments and hotel expenses. The cost to the company could run into tens of millions of pounds. Shares in IAG, the parent company of BA, fell in Spain and are expected to fall again in London trading when it reopens after the bank holiday. The cost to the carrier of cancelling one day of operations was around £30m. Questions remain about how a power problem could have had such impact.</s>",mistral7b,XSUM,
724,"They knew victory against Sam Allardyce's side - in his last game after it was revealed his West Ham contract would not be renewed - would condemn Hull City to relegation to the Championship.
The three points were duly delivered on an afternoon of tension on Tyneside, courtesy of Moussa Sissoko's header early in the second half that sent a thunderous roar around the stadium in an outpouring of elation and sheer relief.
Media playback is not supported on this device
And, in a fitting moment high on emotion, Jonas Gutierrez added a second late on - a goal ecstatically received, not simply for its significance in the context of the Premier League but also because the Argentine is a hugely popular figure after returning to the side in March following treatment for testicular cancer.
Newcastle's fans rejoiced in the result that ensured they will be in the Premier League next season while manager John Carver, who has had such a miserable time since succeeding Alan Pardew at the turn of the year, could at least have the consolation of not being the man to take this giant of a club down.
For West Ham counterpart Allardyce, this was a miserable conclusion to his stay at Upton Park.
Allardyce has done a presentable job at West Ham, getting them promoted to the Premier League and consolidating their position, but he remained an unloved figure among their fans and this was no fond farewell as he was roundly abused by thousands of travelling supporters once Newcastle went ahead.
Even in the moments of joy that followed the final whistle, Newcastle fans swiftly turned their attention to their unpopular owner Mike Ashley, with resounding chants of ""Get Out Of Our Club"" - a wish it seems he has no intention of granting.
Ashley gave a rare interview before kick-off, insisting he would not sell and would remain in charge until they won a trophy - but for now survival equals success for a club that has slumped so spectacularly since the turn of the year.
The scale and significance of the occasion could be measured in the number of Newcastle fans gathered around St James' Park hours before kick-off in anticipation of what Carver described as the club's biggest game for six years.
Media playback is not supported on this device
In a noisy, tense atmosphere Newcastle almost got the perfect start inside two minutes when Emmanuel Riviere made space inside the area but flashed an effort across goal.
Riviere was also just off target with an acrobatic bicycle kick before West Ham settled down and started to play on the nerves of everyone inside the famous old stadium.
Tim Krul needed to be alert to block low down from Stewart Downing as the Hammers demonstrated that they were not on Tyneside simply to usher Newcastle to safety.
Newcastle picked up the pace once more at the start of the second half and after Riviere had missed another good chance, failing to connect with Daryl Janmaat's cross from six yards out, the breakthrough the whole of Tyneside craved arrived after 54 minutes.
Gutierrez provided an inviting cross to the far post where Sissoko rose highest to head low past keeper Adrian to spark an outpouring of joy and noise that could have been heard on the nearby Tyne Bridge.
After Vernon Anita wasted a perfect opportunity to at least afford the Newcastle fans some relaxation, Gutierrez stepped in to add the second.
And after directing anger at Ashley, Newcastle's fans broke off to give Gutierrez a rapturous reception as he was last off the pitch and in to the arms of the waiting Carver.","Newcastle United secured their Premier League survival with a 2-0 victory over West Ham United on the final day of the season. The goals were scored by Moussa Sissoko and Jonas Gutierrez, and the result condemned Hull City to relegation to the Championship. West Ham manager Sam Allardyce was roundly abused by thousands of traveling supporters, while Newcastle fans turned their attention to their unpopular owner Mike Ashley.</s>",mistral7b,XSUM,
725,"Jasper limped home even though his entire lower leg was shattered, RSPCA inspector Nina Small said.
The shorthaired pet from Oswaldtwistle, Lancashire also had airgun pellets lodged in its left eye.
Officials have just released details of the attack on 10 April and anyone with information is urged to contact the animal charity anonymously.
The pellets entered Jasper's left eye, the roof of his mouth, abdomen and neck. Two more pellets were discovered lodged behind his left knee.
""When the owners opened the door the cat walked in and fell in his cat basket. He would've been in a lot of pain,"" Ms Small said.
The RSPCA believe the pet may have been in the nearby allotments or the school playing field when he was attacked.
It is illegal to shoot at and cause unnecessary suffering to a domestic animal with an air weapon.","On April 10th, Jasper, a shorthaired cat from Oswaldtwistle, Lancashire, was shot multiple times with airgun pellets. The pellets entered his left eye, the roof of his mouth, abdomen, neck, and were also lodged behind his left knee. RSPCA inspector Nina Small stated that Jasper limped home even though his entire lower leg was shattered. Anyone with information regarding the attack is urged to contact the animal charity anonymously. The RSPCA believes that Jasper may have been in the nearby allotments or school playing field when he was attacked. It is illegal to shoot at and cause unnecessary suffering to a domestic animal with an air weapon.</s>",mistral7b,XSUM,
726,"""We created opportunities but we didn't finish them off,"" he told BBC Sport after Scotland's 15-9 loss to England.
""We can do better than that, we know we can, if we cut down some basic errors and become more accurate.
""That game was there to be won, that is the cold, hard fact. If we get in a similar situation, we have to nail it.""
Cotter refused to be downbeat after suffering a sixth consecutive defeat in the tournament since taking over as head coach.
He urged his players to swiftly put a seventh straight loss against England - who they have not beaten since 2008 - behind them and focus on next Saturday's match against Wales in Cardiff.
""We weren't accurate enough, but there is a lot more to come from this team,"" he added.
""The players are disappointed the way they let those opportunities pass, from lost balls and bits and pieces.
""But those will be quickly identified and we need to put the frustration behind us.  We can't do much about this one but we can certainly look forward to the next one.""
Captain Greig Laidlaw lamented his side's failure to hold onto the ball at crucial moments, extending a try drought against England at Murrayfield stretching back to 2004.
""I don't think there was much between the teams but in the second half there was probably a momentum shift,"" he said.
""We coughed up a few high balls, that was a poor area for us, and I think we lost three of our line-outs as well.
""When we held onto the ball in the first half, we were causing England problems and were right in it.
""It is disappointing because we have been working on our concentration for 80 minutes. I don't know if it was that but we certainly made it easy for England in the second half.
""We created opportunities in the first half - we cut them almost clean open with Tommy Seymour and if he holds the ball there, we would probably have scored in the next phase, but we coughed it up.
""It is a simple game but if you lose the ball, you make it hard for yourselves.""","Scotland coach Gregor Cotter was disappointed with his team's performance in their 15-9 loss to England in the Six Nations Championship. Despite creating opportunities, Scotland failed to finish them off due to basic errors and lack of accuracy. Cotter urged his players to put the loss behind them and focus on their next match against Wales. Captain Greig Laidlaw lamented his side's failure to hold onto the ball at crucial moments, which extended a try drought against England.</s>",mistral7b,XSUM,Gregor Cotter
727,"Local councillors and some MPs say mayors for three rural parts of England will add an expensive and unwanted extra tier of government.
Councils could reject the idea and opt out of new authorities in Lincolnshire, the west of England and East Anglia, North Somerset MP Liam Fox said.
The government says it wants to help the local economy and devolve power.
Some Conservative councillors in the rural areas intend to try to block the policy, which will not be imposed on unwilling areas.
In his Budget in March, Chancellor George Osborne announced plans for elected mayors in the three areas.
Local authorities will vote on whether or not to accept detailed proposals by the end of June.
North West Norfolk MP Sir Henry Bellingham, said people would feel no affinity to a new authority and elections for a new mayor would attract a ""pathetic"" turnout.
He told the Today programme on Radio 4: ""Now I don't want a regional leader coming along and saying look 'Henry you've been a bad boy, I gather you don't want this incinerator, you don't want these houses, well actually the region do want it and I'd like you to have it'.
""That is going to put MPs in a very difficult position and change their constitutional position.""
While he supported the idea of devolution, he said plans for a new mayor should be put on hold.
A spokesman for the Department for Communities and Local Government (DCLG) said it was making ""huge progress"" in making local areas more powerful by devolving power from Whitehall.
A source close to the chancellor said: ""The devolution revolution taking place across the country has unstoppable momentum behind it.""
Six new authorities, which will have elected mayors, have been established in mainly urban areas, with another expected this summer.
Conservative sceptics argue the plans will not work in rural areas.
Passing extra powers to large authorities with accountable, high-profile mayors is one of the Mr Osborne's central aims.
Privately, some Conservatives have compared it to the government's attempt to turn all English schools into academies, accusing it of forcing the plan on reluctant councils.
One said councils had been ""bribed and bullied"" in a bid to make them accept the idea.
But a DCLG spokesman said: ""The government is making huge progress towards rebalancing the economy and empowering local areas through the devolution of powers and resources away from Whitehall to local people.
""Ministers have been repeatedly clear that devolution is a genuinely bottom-up process  - all proposals are agreed by local leaders, and the government will not impose an arrangement on any area.""
Chris Skidmore, the Conservative MP for Kingswood near Bristol, said he supported the idea, and a new West of England mayor would create a ""powerhouse in the south"".
Directly-elected mayors would be put in place, he said, even if some authorities chose not to take part. He said: ""If one council decides they don't want to do a deal, the other three will go ahead with the same pot of money given to those three councils.""
Peterborough MP Stewart Jackson, who has secured a House of Commons debate on the topic, said politicians would not give the government a ""blank cheque"" to sign up for more local government with a weak mayor.
He said: ""It's not something when you're talking of spending hundreds of millions of pounds over the next 30 years that any responsible elected politician accountable to their electorate can sign up to.""
North East Somerset Tory MP Jacob Rees-Mogg is also opposed.
The leader of the Conservative group on Norfolk County Council, Cliff Jordan said he thought the council would reject the policy.
The Labour leader of the Council George Nobbs supports the idea of devolution but also opposes the policy in its current form.
Cambridgeshire County Council, which has a Conservative leader, has already voted to oppose the plan as it stands.
The Local Government Association wants local areas to be able to accept new powers and extra funding offered by the Treasury without having elected mayors.
A spokesman said: ""People should be free to choose the appropriate model of robust governance for their community.""","The government plans to establish elected mayors in three rural areas of England, but local councils and some MPs are opposing the move, saying it will add an expensive and unwanted extra tier of government. The councils will vote on whether to accept the proposals by the end of June. Some Conservative councillors in the rural areas intend to try to block the policy. The chancellor, George Osborne, has made passing extra powers to large authorities with accountable, high-profile mayors one of his central aims. However, some Conservatives argue the plans will not work in rural areas. The Department for Communities and Local Government (DCLG) said it was making ""huge progress"" in making local areas more powerful by devolving power from Whitehall.</s>",mistral7b,XSUM,
728,"The National Highway Traffic Safety Administration had given GM until 3 April to reply to its requests, but it says a third of its 107 questions have not been answered.
GM says it will provide more documents ""as soon as they become available"".
The car maker is being fined $7,000 a day until it complies with the request.
On 4 March, the regulator asked GM for pictures, memos, emails and other information to answer questions about the recall.
The reply was due by Thursday of last week.
GM said it has delivered almost 21,000 documents related to the safety recall.
""We will continue to provide responses and facts as soon as they become available and hope to go about this in a constructive manner,"" GM said in statement.
""We will do so with a goal of being accurate as well as timely,"" it said.
Last week GM's chief executive Mary Barra apologised for an ignition switch fault in some cars linked to at least a dozen deaths in road crashes.
At a US congressional hearing, she also said she was ""disturbed"" by the company's previous comments about the high cost of replacing the defective parts.
General Motors has so far recalled 2.6m cars because of the defect.
But it has been criticised for taking too long to do so.
Faults with ignition switches in some GM models, including the Chevrolet Cobalt and Saturn Ion, were first reported more than 10 years ago.","The National Highway Traffic Safety Administration has given General Motors until 3 April to answer its requests related to the recall of 2.6 million cars due to faulty ignition switches. However, GM has only answered a third of the 107 questions asked. The company is being fined $7,000 a day until it complies with the request. Last week, GM's chief executive Mary Barra apologized for the defect and said she was ""disturbed"" by the company's previous comments about the cost of replacing the defective parts. The fault with ignition switches in some GM models was first reported more than 10 years ago.</s>",mistral7b,XSUM,
729,"The High Street group, which owns brands including Monki and Cos and has more than 4,000 shops across the world, is one of the best known proponents of fast fashion.
It's a cheap and reliable source of trendy clothes which can be discarded as soon as another trend comes in.
Yet it has pledged to become ""100% circular"", ultimately using only recycled or other sustainable materials to make its clothes.
It's a journey that more fashion firms are beginning to take, with the so-called ""circular economy"" - which eliminates waste by turning it into something valuable - being seen as a possible solution to the vast amount of clothes that end up in landfill.
Last year, a fifth of the material H&M used was sustainably sourced, and it has gathered 32,000 tonnes worth of old clothing in the collection bins it has had in all its stores since 2013. The move was aimed at keeping the garments out of landfill, where three-fifths of clothing ends up.
H&M's sustainably sourced material makes up the equivalent of 100 million t-shirts - yet that is still a mere fraction of the Â£18bn worth of clothes it sold last year.
It's easy to accuse them of ""green washing"" - spending more time talking up their eco credentials than actually changing how they do things.
After all, aren't fast fashion and sustainability simply incompatible?
""We believe that you can be both and we are using our size and scale to do good,"" says Catarina Midby, H&M's UK sustainability manager.
Asked if the solution is that people buy less she says it's ""perfectly possible"", but adds: ""We cannot influence what people choose to spend their money on and we need to be profitable to drive fashion sustainability. Circularity is a key solution to the negative impact of consumption.""
The firm is investing in textile recycling innovations and research, but currently, most clothes which involve a blend of materials such as polyester, nylon and cotton, are impossible to separate and recycle.
None of the clothes the firm produced last year were 100% recycled. As Ms Midby says the firm ""is only at the beginning of our journey"".
Clothing sales are continuing to rise around the world, particularly among the growing middle class in emerging market economies.
Globally the number of garments produced exceeded 100 billion for the first time in 2014, nearly 14 items of clothing for every person on earth.
Yet from the water and pesticides required to grow things such as cotton, to the chemicals and energy - mostly fossil fuels - involved in the manufacturing process, to our overflowing landfills, it's wreaking havoc environmentally.
""Overconsumption is the elephant in the room. We know it's a problem but we don't want to do anything about it,"" says Dr Helen Roby, a researcher at the Open University.
Her recent wardrobe audit project found people vastly underestimated the number of clothes they owned.
Felix Poza, director of sustainability at Zara-owner Inditex, the world's biggest fashion retailer, says producing quality new fibres out of recycled garments is one of the sector's most important challenges.
It is currently working with Massachusetts Institute of Technology (MIT)  and several Spanish universities on potential solutions, and claims sustainability is at the heart of all its decisions. For example, unusually it doesn't advertise and it says it analyses demand to minimise waste.
Ultimately, he says, ""To generate profit in the long term means operating in a sustainable way.""
It is this fear that the supply of natural resources involved in production, for example water, could become more scarce, which is most likely to force change.
""If you operate in the lower end of the market where cost is absolutely key then an increase in the raw material price is absolutely disastrous,"" says Geoff Lane, a partner at PwC.
Rien Otto, the founder and chief executive of Dutch Awearness, believes small firms like his offer a solution.
The firm started in 2012 as an EU-funded project to see if it was possible to make fabric that could be completely recycled.
The result from its collaboration with weavers was a polyester material that it now uses to make protective workwear, uniforms and suits.
When they're worn out or discarded, the material used to make them can be completely broken down and made into something else. Crucially, he says the price for the fabric is comparable to conventional materials, and lowers both water use and CO2 emissions.
Ultimately he wants to ""lease"" rather than sell its clothes, but currently it sells directly to other businesses, from whom it collects used clothing in exchange for a discount on future purchases.
Due to the scannable label it puts in each garment, which contains information on all the raw materials used in its creation, the customer knows exactly how to break the materials back down.
The firm is targeting â‚¬86m (Â£77m; $95m) in sales next year, but no-one is doing this kind of recycling on a commercial scale.
Mr Otto believes small firms will blaze the trail: ""It's very easy for us to do research and development and bring in innovation. We can then work together with big companies to bring in solutions.""
Yet it remains tough for smaller firms offering a sustainable alternative.
People Tree, founded by Safia Minney over 25 years ago, was a pioneer in the sector, offering organic cotton and using production methods that minimised environmental impact long before it was fashionable.
Her desire was to show that it was possible to do fashion in a different way, while helping disadvantaged communities.
The firm made a loss last year and she says there is still very little capital for emerging ecological fashion brands trying to grow.
She believes the government should not charge VAT ""on fair trade, ethical and sustainable products from the developing world as a way of levelling the playing field"".
But she also says consumers need to think about where they're buying from.
""Use shopping as a vote. If your favourite brand isn't ethical, put pressure on them to disclose information. In the first world we have a voice and not to use it is disgraceful,"" she says.","The High Street group, which owns brands including Monki and Cos, has pledged to become ""100% circular"" and use only recycled or sustainable materials to make its clothes. The move is seen as a possible solution to the vast amount of clothes that end up in landfill. However, the firm is currently only at the beginning of its journey and most of the clothes it produced last year were not 100% recycled. Clothing sales are continuing to rise around the world, particularly among the growing middle class in emerging market economies. The fashion industry is wreaking havoc environmentally due to the water, pesticides, chemicals, and energy required to grow and manufacture clothes. Small firms like Awearness offer a solution by using recycled materials and targeting consumers who want to shop ethically.</s>",mistral7b,XSUM,
730,"Almost 140,000 people signed a petition calling for Fury, 27, to be removed from the BBC Sports Personality of the Year shortlist after comments he made about women and gay people.
Around 40 people protested outside Sunday's SPOTY awards ceremony.
At the ceremony, the British fighter said: ""If I've said anything in the past that's hurt anybody, I apologise.""
Some of the 7,500 audience at the SSE Arena booed Fury's name as it was read out as one of the 12 in contention for the Sports Personality award.
The Manchester boxer, who outpointed Wladimir Klitschko to become heavyweight champion last month, finished fourth in the vote, which was won by tennis player Andy Murray.
Fury caused controversy over derogatory remarks he made about women, and for criticising homosexuality and abortion.
Asked about his remarks by Gary Lineker in a live on-stage interview at the Belfast event, Fury said: ""I've said a lot of stuff in the past and none of it with intentions to hurt anybody.
""It's all very tongue in cheek, it's all fun and games to me. I'm not a very serious kind of person - it's all very happy-go-lucky with Tyson Fury.""","139,999 people signed a petition to remove Tyson Fury from the BBC Sports Personality of the Year shortlist after his derogatory comments about women and gay people. At the ceremony, some people protested outside and a few booed his name when it was read out. Fury finished fourth in the vote, which was won by Andy Murray. In a live on-stage interview, Fury defended his remarks, saying they were meant to be taken tongue in cheek.</s>",mistral7b,XSUM,139<sep>999 people
731,"Mowbray joined Rovers on an 18-month contract on 22 February, succeeding Owen Coyle at Ewood Park.
He won five and drew seven of his 15 games in charge, but Blackburn were relegated from the Championship.
Mowbray, 53, held discussions with club owners Venky's in India last month and has agreed a new deal, which contains the option of a further 12 months.
He told the club website: ""The job is to bounce back straight away.
""I needed some reassurances that we wouldn't be selling all of our players and that we had some budget to try to strengthen the team if we could, having lost 12 players through either loans going back or people out of contract.""
Rovers released eight players, including captain Jason Lowe, following their relegation from the second tier on goal difference.
However, former West Bromwich Albion, Celtic and Middlesbrough manager Mowbray has insisted the club do not need to sell players and he is focused on player recruitment.
""There has to be some restructuring internally, because we're now in League One,"" he said.
""But ultimately the aim is to build the departments up as I like them to work, to focus on the recruitment of players that can push the club to where we want to be.""",Mowbray joined Rovers on an 18-month contract and won five out of 15 games in charge. Blackburn was relegated from the Championship. Mowbray had discussions with club owners Venky's and has agreed a new deal with an option for another 12 months. He is focused on player recruitment and building the team up to compete in the Championship.</s>,mistral7b,XSUM,
732,"The United States forward moved to the Pro12 side from Leicester Tigers in the summer of 2015.
The 25-year-old is currently recovering from shoulder surgery and is expected to return early in the New Year.
""Greg has worked really hard and has fitted in well in our environment,"" said head coach Gregor Townsend.
""It's great news that he's staying for another couple of years to compete with the other second rows at the club.""
Peterson, who has 13 international caps, has made 19 appearances for the Warriors, including 10 starts and two tries.
""I've enjoyed my 18 months in Glasgow,"" he told the club website. ""The club, the supporters and the community have been great to me and I'm really happy to be staying.""","25-year-old Gregor Peterson, who has 13 international caps, has moved from Leicester Tigers to the Pro12 side Glasgow Warriors in the summer of 2015. He is currently recovering from shoulder surgery and is expected to return early in the New Year. Peterson has made 19 appearances for the Warriors, including 10 starts and two tries. He has enjoyed his 18 months in Glasgow and is happy to be staying.</s>",mistral7b,XSUM,Gregor Peterson
