,document,summary,model,origin,nonfactual_spans
36,"Oxfam Cymru said the qualifications and work experience of those who are granted leave are often not recognised.
It wants the National Assembly to look at how public services support refugee and asylum-seeking communities.
The Welsh Government said it is working to ensure Wales plays its ""full part"" in responding to the crisis.
Less than half of Welsh councils have housed Syrian refugees so far, despite all 22 pledging to do so.
""Our programme work to support refugees and asylum-seekers in Wales shows that as a group, they are more likely to experience poverty,"" said Kirsty Davies-Warner, head of Oxfam Cymru.
""People seeking asylum are not permitted to work in the UK, and if they are granted leave to remain, their qualifications and previous work experience are often not recognised.
""This prevents people from being able to use and improve their skills, support their families or contribute to their communities - leading to a life of poverty.""
She added: ""Access to good quality public services is essential to help these families integrate and move on with their lives.
""This is why we are calling on the National Assembly to scrutinise how well our public services are supporting refugees and asylum-seekers and also look at how quickly and effectively Wales has responded in light of the current crisis.""
Oasis Cardiff, an organisation which helps refugees and asylum seekers to integrate into their communities in Cardiff, said they face ""significant barriers"" accessing public services such as transport, housing, training and healthcare.
Its director Reynette Roberts, said: ""Although the publication of the Refugee and Asylum Seeker Delivery Plan was welcomed, we have serious concerns about its quality and ability to deliver.
""As it stands it is unlikely to help people rebuild their lives nor to make a full contribution to society here in Wales.""
The two charities want the assembly's equality, local government and communities committee to scrutinise public services for asylum-seeker and refugees in a consultation which closes on Friday.
A Welsh Government spokesperson said:  ""Wales has a strong history of providing sanctuary to refugees from all over the world.
""We are proud this tradition is continuing, with communities across Wales providing a warm welcome to Syrian refugees who have been forced to flee their war torn country.
""Through co-ordinating housing, health, education and language services we are giving refugees the support they need to rebuild their lives here and make a valuable contribution to Welsh society.""","Oxfam Cymru has called on the National Assembly to scrutinise how public services support refugee and asylum-seeking communities in Wales. The charity claims that people seeking asylum are not permitted to work in the UK and if they are granted leave to remain, their qualifications and previous work experience are often not recognised. This prevents them from using and improving their skills, supporting their families or contributing to their communities, leading to a life of poverty. Oasis Cardiff, another charity that helps refugees and asylum seekers, has also raised concerns about significant barriers accessing public services such as transport, housing, training and healthcare. The two charities want the assembly's equality, local government and communities committee to scrutinise public services for asylum-seekers and refugees in a consultation which closes on Friday. The Welsh Government has responded by saying that Wales has a strong history of providing sanctuary to refugees and is giving them the support they need to rebuild their lives and make a valuable contribution to Welsh society.</s>",mistral7b,XSUM,
37,"Launching their housing plans, AM Peter Black said the Conservatives and Labour were fighting over ""ideological dogma"" on the Right to Buy council homes.
He pledged to build 20,000 affordable homes over five years, if the Lib Dems win power in May's assembly election.
Mr Black said the party would make at least 2,500 ""rent to own"" homes available to first-time buyers.
The Liberal Democrats are also proposing to strengthen the powers of the Residential Property Tribunal into a ""housing court"", dealing with challenges to rent increases and adjudicating on issues including housing quality and safety.","The Liberal Democrats have announced plans to build 20,000 affordable homes over five years and make at least 2,500 ""rent to own"" homes available to first-time buyers. They also proposed strengthening the powers of the Residential Property Tribunal into a ""housing court"" to deal with challenges to rent increases and adjudicate on issues including housing quality and safety. AM Peter Black criticized the Conservatives and Labour for fighting over ""ideological dogma"" on the Right to Buy council homes.</s>",mistral7b,XSUM,
38,"Polish media said the soldiers were a few miles from their base in Ghazni province when the bomb exploded.
Three soldiers died at the scene. Another two were said to have died of their wounds at a military hospital.
Poland has 2,500 troops in Afghanistan who are responsible for handling security in Ghazni.
The soldiers were part of a provincial reconstruction team, according to Polish reports, who were in an all-terrain M-ATV vehicle.
A witness in the Rawza area of Ghazni told AFP news agency that their vehicle had been completely destroyed.
The soldiers had been part of a convoy of around 30 vehicles which was heading to the opening of a mausoleum, described by Polish media as one of the projects the reconstruction team had funded.
The Taliban said it carried out the attack.
In the nine years that Polish forces have taken part in the Nato-led mission in Afghanistan, 36 have been killed. But Wednesday's attack was the bloodiest they have suffered since their arrival in March 2002.
Polish troops, in common with other Nato forces, are scheduled to leave Afghanistan by the end of 2014.
Although Nato did not reveal their nationality, it confirmed that ""five International Security Assistance Force service members died following an improvised explosive device attack in eastern Afghanistan"".
So far this year, 532 people serving with the Nato-led forces have died.","On Wednesday, three Polish soldiers died in an improvised explosive device attack in Ghazni province, Afghanistan. Another two soldiers died of their wounds at a military hospital. The soldiers were part of a provincial reconstruction team and were in an all-terrain M-ATV vehicle. The attack was carried out by the Taliban and was the bloodiest for Polish forces since their arrival in March 2002. The Taliban said they carried out the attack. Polish troops, in common with other Nato forces, are scheduled to leave Afghanistan by the end of 2014.</s>",mistral7b,XSUM,
39,"The 36-year-old said he was unaware his mother had applied for him to get Italian citizenship when he was 25.
But he said he would not be resigning as senator until he had legal advice.
Under Australia's constitution, a person cannot run for federal office if they hold dual or plural citizenship.
Earlier this month, two senators from the Australian Greens party were forced to resign for holding dual citizenship.
In a statement posted on Twitter on Tuesday, Mr Canavan said: ""In 2006, my mother lodged documents with the Italian consulate in Brisbane to become an Italian citizen.
""In doing so, it would appear that she made an application for me to become an Italian citizen as well. I was 25 years old at the time.""
Mr Canavan, who is a member of the Liberal National Party, said his mother raised ""the possibility"" that he was an Italian citizen last week, although he had not signed the application.
The politician - who was born in Australia and says he has never been to Italy - said that ""given uncertainty raised by this matter"" he was resigning as minister.
But he stressed that he was not quitting as senator because he had not yet obtained ""definitive legal advice as to whether my registration as an Italian citizen, without my knowledge or consent, was valid under Italian law"".
The Section 44 (Disqualification) states that any person who ""is under any acknowledgment of allegiance, obedience, or adherence to a foreign power, or is a subject or a citizen or entitled to the rights or privileges of a subject or a citizen of a foreign power... shall be incapable of being chosen or of sitting as a senator or a member of the House of Representatives"".
This is interpreted by the High Court of Australia as meaning that persons with dual citizenship are not permitted to run for office.
Yes. Dual nationals cannot be elected to parliament in Armenia, Egypt or the Philippines.
In Israel, a person must renounce his or her other citizenship to be sworn is as a member of Knesset (parliament).
In New Zealand, serving lawmakers run the risk of losing their seat if they renew non-New Zealand passports.
In the US, only citizens born on American soil can become president or vice-president.","36-year-old Australian Senator Matt Canavan has resigned as minister after his mother applied for him to become an Italian citizen when he was 25. Canavan, who was born in Australia and has never been to Italy, said he was not aware of the application and is seeking legal advice before resigning as senator.</s>",mistral7b,XSUM,
40,"Scotland's Finance Minister John Swinney is meeting his Treasury counterpart Greg Hands in the hope of meeting the 23 February deadline.
Both sides will be called to give evidence to Holyrood's devolution committee on that date.
Mr Swinney and Mr Hands hope a deal can be struck this week.
However, both men have said the onus is on the other to give some ground.
Ahead of the meeting, Mr Swinney said he remained ""committed to reaching an agreement that is in line with the principles of the Smith Commission"".
He said: ""For both parliaments to have adequate time to scrutinise an agreement, it is important that we make progress.""
No deal. No further devolution. Holyrood can't take on extra tax and welfare powers unless there's a fiscal framework to underpin them.
Any framework will include a system to reduce the grant Holyrood gets from the Treasury, to reflect its growing ability to raise its own revenue.
The two sides are struggling to agree the fairest way to achieve that. The Scottish government says the Treasury's current offer would leave it out of pocket. The Treasury disputes that and says SNP ministers can't expect taxpayers in the rest of the UK to underwrite all the risks that come with extra responsibilities.
The Scotland Office minister, Lord Dunlop, says the UK government is ""committed to go the extra mile to get a deal"". But First Minister Nicola Sturgeon says she ""will not sign up to a deal that's unfair to Scotland"".
First Minister Nicola Sturgeon has written to Prime Minister David Cameron calling for him to step in over the matter.
He has said that ""no one is keener"" than he is to reach an agreement, but also warned the Scottish government would have to be ready to ""move towards"" his position.
Despite months of talks, the deadline for agreement was pushed back earlier this month.
On Wednesday, Scottish Conservative leader Ruth Davidson proposed a compromise that would see both sides give some ground to agree a shorter-term deal that would be reviewed in five years.
Earlier this week, Mr Hands was criticised for being on holiday with his family while negotiations were taking place.
A Treasury spokeswoman has said the UK government had shown it was willing to compromise and ""go the extra mile"" to secure an agreement.
The two sides differ on key parts of the deal, in particular their interpretation of the ""no detriment"" principle called for by the Smith Commission on further powers for Scotland.
This means neither the Scottish or UK budgets should be left worse off in future by the finalised agreement.
The Scottish government claims the Treasury's latest offer would amount to an ""almost Â£3bn cut"", while Mr Hands insists an offer tabled by Mr Swinney is ""not logical"" and ""not fair"" to taxpayers across the rest of the UK.
The deal proposed by Ms Davidson would see both parties give some ground.
She wants the Scottish government to agree to the UK government's new method of calculating the amount of money it receives each year from the Treasury.
In return, she wants the UK government to guarantee the devolved administration would not receive ""a penny less"" than it would under its preferred mechanism, effectively insuring Holyrood against any budget shortfall.
This deal would then be reviewed in full after a five-year trial period.","Scotland's Finance Minister John Swinney and Treasury counterpart Greg Hands are meeting in the hope of meeting the 23 February deadline to strike a deal on further devolution. Both sides will be called to give evidence to Holyrood's devolution committee on that date. The two sides are struggling to agree on the fairest way to reduce the grant Holyrood gets from the Treasury, to reflect its growing ability to raise its own revenue. The Scottish government claims the Treasury's latest offer would amount to an ""almost 3bn cut"", while Mr Hands insists an offer tabled by Mr Swinney is ""not logical"" and ""not fair"" to taxpayers across the rest of the UK. First Minister Nicola Sturgeon has written to Prime Minister David Cameron calling for him to step in over the matter. The deadline for agreement was pushed back earlier this month. Scottish Conservative leader Ruth Davidson proposed a compromise that would see both sides give some ground to agree a shorter-term deal that would be reviewed in five years.</s>",mistral7b,XSUM,
41,"Blues were denied a penalty when Clayton Donaldson appeared to be fouled by Ben Marshall just before Danny Graham doubled Blackburn's lead.
""You look back to the biggest moment in the game, that would have turned it on its head and the officials didn't do their jobs properly,"" he told BBC WM.
""The referee said [Donaldson] went down easily then said there was no contact.""
Rowett continued: ""There was another big decision when Jordi Gomez went right over top of the ball against Stephen Gleeson, which was a disgusting challenge.
""There's a massive gash down Gleeson's leg. The referee is 10 yards away, he decides to have a lovely little chat with Gomez about it but doesn't book him. I have to say I think it's the most inept officiating I think I have seen this season.
""I'll see the referee and ask his opinion [about the incidents]. He'll do what they usually do and say 'sorry if I've made a mistake, I apologise'. But it doesn't make any difference, it's not going to get us the points back.""
Rowett was also critical of his team and was particularly unhappy with their defensive shape, having seen them concede their fourth goal in two games on the road.
""There's no excuse, it's very poor defending."" he said. ""The first goal [comes from] a ball that bounces in between two of our defenders in the box and we don't deal with it.""","Aston Villa manager, Rowett, has criticized the refereeing decisions made during their game against Blackburn Rovers. He believes that the officials did not do their jobs properly and that there were two big decisions that went against his team. The first incident involved Clayton Donaldson who appeared to be fouled by Ben Marshall just before Danny Graham doubled Blackburn's lead. The second incident involved Jordi Gomez who went over the top of the ball against Stephen Gleeson, resulting in a gash down Gleeson's leg. Rowett was also critical of his team's defensive shape, particularly their failure to deal with a ball that bounced in between two of their defenders in the box, which led to the fourth goal.</s>",mistral7b,XSUM,Rowett
42,"It warns that if someone contracts gonorrhoea, it is now much harder to treat, and in some cases impossible.
The sexually transmitted infection is rapidly developing resistance to antibiotics.
Experts said the situation was ""fairly grim"" with few new drugs on the horizon.
About 78 million people pick up the STI each year and it can cause infertility.
The World Health Organization analysed data from 77 countries which showed gonorrhoea's resistance to antibiotics was widespread.
Dr Teodora Wi, from the WHO, said there had even been three cases - in Japan, France and Spain - where the infection was completely untreatable.
She said: ""Gonorrhoea is a very smart bug, every time you introduce a new class of antibiotics to treat gonorrhoea, the bug becomes resistant.""
Worryingly, the vast majority of gonorrhoea infections are in poor countries where resistance is harder to detect.
""These cases may just be the tip of the iceberg,"" she added.
Gonorrhoea can infect the genitals, rectum and throat, but it is the last that is most concerning health officials.
Dr Wi said antibiotics could lead to bacteria in the back of the throat, including relatives of gonorrhoea, developing resistance.
She said: ""When you use antibiotics to treat infections like a normal sore throat, this mixes with the Neisseria species in your throat and this results in resistance.""
Thrusting gonorrhoea bacteria into this environment through oral sex can lead to super-gonorrhoea.
""In the US, resistance [to an antibiotic] came from men having sex with men because of pharyngeal infection,"" she added.
A decline in condom use, which had soared because of fears of HIV/Aids, is thought to help the infection spread.
The disease is caused by the bacterium called Neisseria gonorrhoea.
The infection is spread by unprotected vaginal, oral and anal sex.
Symptoms can include a thick green or yellow discharge from sexual organs, pain when urinating and bleeding between periods.
However, of those infected, about one in 10 heterosexual men and more than three-quarters of women, and gay men, have no easily recognisable symptoms.
Untreated infection can lead to infertility, pelvic inflammatory disease and can be passed on to a child during pregnancy.
The World Health Organization is calling on countries to monitor the spread of resistant gonorrhoea and to invest in new drugs.
Dr Manica Balasegaram, from the Global Antibiotic Research and Development Partnership, said: ""The situation is fairly grim.
""There are only three drug candidates in the entire drug [development] pipeline and no guarantee any will make it out.""
But ultimately, the WHO said vaccines would be needed to stop gonorrhoea.
Prof Richard Stabler, from the London School of Hygiene & Tropical Medicine, said: ""Ever since the introduction of penicillin, hailed as a reliable and quick cure, gonorrhoea has developed resistance to all therapeutic antibiotics.
""In the past 15 years therapy has had to change three times following increasing rates of resistance worldwide.
""We are now at a point where we are using the drugs of last resort, but there are worrying signs as treatment failure due to resistant strains has been documented.""
Follow James on Twitter.
It's hard to say if more people around the world are having more oral sex than they used to, as there isn't much reliable global data available.
Data from the UK and US show it's very common, and has been for years, including among teenagers.
The UK's first National Survey of Sexual Attitudes and Lifestyles, carried out in 1990-1991, found 69.7% of men and 65.6% of women had given oral sex to, or received it from, a partner of the opposite sex in the previous year.
By the time of the second survey during 1999-2001, this had increased to 77.9% for men and 76.8% for women, but hasn't changed much since.
A national survey in the US, meanwhile, has found about two-thirds of 15-24 year olds have ever had oral sex.
Dr Mark Lawton from the British Association for Sexual Health and HIV said people with gonorrhoea in the throat would be unlikely to realise it and thus be more likely to pass it on via oral sex.
He recognises that while condoms would reduce the risk of transmission, many people wouldn't want to use them.
""My message would be to get tested so at least if you've got it you know about it,"" Dr Lawton said.","The document warns that gonorrhoea, a sexually transmitted infection, is rapidly developing resistance to antibiotics, making it harder to treat. The infection can cause infertility and is spread by unprotected vaginal, oral, and anal sex. Symptoms can include a thick green or yellow discharge from sexual organs, pain when urinating, and bleeding between periods. Untreated infection can lead to pelvic inflammatory disease and can be passed on to a child during pregnancy. The World Health Organization is calling on countries to monitor the spread of resistant gonorrhoea and to invest in new drugs. Vaccines are ultimately needed to stop gonorrhoea. Oral sex is a common way of transmitting the infection, and people with gonorrhoea in the throat may not realize they have it, increasing the risk of transmission.</s>",mistral7b,XSUM,
43,"20 April 2016 Last updated at 20:50 BST
On Tuesday, Mr Gove said the UK would still be able to trade freely within Europe even if it left the EU.
Speaking to BBC Newsnight's Emily Maitlis Mr Lamy said if the UK left the EU there would be it would be ""less trade, less exports and less jobs"".
""The notion that you exit the EU tradewise with no price is simply a lie,"" he said.","The UK can still trade freely within Europe if it leaves the EU, according to Michael Gove. However, this statement was contradicted by a report from the European Commission which stated that if the UK left the EU, there would be less trade, less exports, and less jobs. The European Commission also stated that the notion of exiting the EU tradewise with no price is a lie.</s>",mistral7b,XSUM,The statement was contradicted by a report from the European Commission
44,"The dean, who was appointed in June 2011, is to become team rector of a parish in the Diocese of Salisbury.
He made the announcement during a service in St Anne's on Sunday morning.
He said it had been a hard decision to move to England having lived most of his adult life in Northern Ireland.
""My wife Helen and I have been privileged to serve in four parishes in the Church of Ireland, as well as St Anne's Cathedral, and have seen great change in the community,"" Dean Mann said.
""Our children were both born here and had much of their education in Belfast. We will be leaving with fond memories and with the intent of being back as often as is practical.""
He said the main reason for returning to England was because St Anne's was passing from one phase of transition, into which he was appointed, to another, as the Cathedral Quarter approaches significant change.
""St Anne's will rise to the opportunities and challenges that will face a new dean and the Cathedral Board over the next five years,"" Dean Mann said. ""It is from this perspective a good time to go.""
""We will also be moving closer to our family and I look forward not only to that, but to returning for a few years to my primary calling as a parish clergyman.  It is a time to look forward for us all.""
The Bishop of Conor, Rev Alan Abernethy, a member of the Belfast Cathedral Board said: ""I will be forever grateful for John's ministry in St Anne's, for his prayerful presence.
""His clear thinking and compassionate care for many will leave the cathedral in good heart. He and Helen can be assured of the love and prayers of everyone at St Anne's and the clergy and people of Connor Diocese.""","Dean Mann, who has been serving as dean of St Anne's Cathedral in Belfast since June 2011, has announced that he will be moving to England to become team rector of a parish in the Diocese of Salisbury. He made the announcement during a service in St Anne's on Sunday morning. He said the main reason for returning to England was because St Anne's was passing from one phase of transition, into which he was appointed, to another, as the Cathedral Quarter approaches significant change. He will be leaving with fond memories and with the intent of being back as often as is practical. The Bishop of Conor, Rev Alan Abernethy, a member of the Belfast Cathedral Board, said he will be forever grateful for John's ministry in St Anne's, for his prayerful presence, clear thinking and compassionate care for many.</s>",mistral7b,XSUM,
45,"A freedom of information request by the Liberal Democrats showed 254 primary teacher vacancies and 287 for secondary schools as of 9 August.
The Scottish government said the figures represented just over 1% of the total workforce.
The area with the highest vacancy rate was Aberdeen with 86 vacancies.
This was followed by the Borders at 47.
Liberal Democrat education spokesman Tavish Scott said teachers would be ""dangerously overstretched"" unless action was taken to address the shortages.
His party has called for a penny increase in income tax in order to raise money for education spending.
He said: ""Thousands of pupils faced the prospect of going back to school without a dedicated class teacher in place.
""This can only increase pressure on other teachers and make life more difficult for those pupils who need the most support.""
A Scottish government spokeswoman said ministers wanted the ""right number of teachers with the right skills"" .
She added: ""Where there is an issue, this tends to be in specific areas where local factors, such as house prices, can be an important part of the problem.
""We are spending Â£88m this year to make sure every school has access to the right number of teachers.""
The spokeswoman said that teacher vacancies arose across Scottish local authorities ""continuously throughout the year"".
She said in the time since the figures were compiled many of the vacancies would have been filled.","254 primary and 287 secondary school teacher vacancies in Scotland as of August 9th, representing just over 1% of the total workforce. The area with the highest vacancy rate is Aberdeen with 86 vacancies. The Liberal Democrats have called for a penny increase in income tax to raise money for education spending, while the Scottish government wants the ""right number of teachers with the right skills"" and is spending £88m to make sure every school has access to the right number of teachers. Teacher vacancies arise continuously throughout the year and many have been filled since the figures were compiled.</s>",mistral7b,XSUM,
46,"Brothers Billy and Geoffrey Midmore, from London, were detained in Gillingham, Kent. A 33-year-old woman was also arrested.
Carla Whitlock, 37, was attacked in Guildhall Square, Southampton, on 18 September.
She suffered burns to her neck and arms and said she feared she would ""lose the sight in her right eye"".
She added: ""It has changed my life completely. I'm coping with it as best as I can.""
The mother-of-six was attacked outside the Turtle Bay bar and restaurant in Southampton's Guildhall Square.
The arrests followed a joint operation by police in Hampshire and Kent.","33-year-old Carla Whitlock was attacked in Guildhall Square, Southampton, on 18 September. She suffered burns to her neck and arms and feared losing the sight in her right eye. The attack took place outside the Turtle Bay bar and restaurant. The arrests of Billy and Geoffrey Midmore and a 33-year-old woman followed a joint operation by police in Hampshire and Kent.</s>",mistral7b,XSUM,33-year-old Carla Whitlock<sep>Southampton<sep>There are no minimal inconsistent spans in the sentence.
47,"The Pirates Of The Caribbean star arrived for the launch of the Laurus Trust at Cheadle Hulme High School in Greater Manchester.
The trust aims to get students to explore and enjoy drama.
Bloom said: ""Studying the art of performance changed my life forever, opening the door to the career I love.""
The workshops were run by Bloom's former acting coach Patsy Rodenburg and he was joined by stage star Paapa Essiedu.
Bloom added: ""I believe that every student, regardless of where they went to school, deserves the chance to learn these skills and it's fantastic that Patsy and the Laurus Trust are placing such importance on this area.
""The focus on core areas like presence, rhetoric and performance is really giving these students the tools to succeed, whether its acting on stage or competing for the best jobs and university places.""
Patsy Rodenburg - who taught both Bloom and Essiedu when they were drama students - worked with the education team from the Royal Shakespeare Company to run a series of  sessions at the school.
Head teacher Linda Magrath said: ""This was a fantastic occasion for all the students. It's not every day that stars like Orlando and Paapa drop into our school!
""We are proud that Cheadle Hulme High School sits at the very heart of the Laurus Trust, which has big, exciting plans to really drive excellence in education in the North West.
""Our students and teachers already achieve outstanding results. This new approach and investment will take us to the next level.""","Orlando Bloom, star of The Pirates of the Caribbean, attended the launch of the Laurus Trust at Cheadle Hulme High School in Greater Manchester. The trust aims to provide students with opportunities to explore and enjoy drama. Bloom, who believes that every student deserves the chance to learn these skills, was joined by his former acting coach Patsy Rodenburg and stage star Paapa Essiedu for workshops. The education team from the Royal Shakespeare Company also worked with the students. Head teacher Linda Magrath was proud that the school sits at the heart of the Laurus Trust, which plans to drive excellence in education in the North West.</s>",mistral7b,XSUM,
48,"The deal, which shores up Prime Minister Benjamin Netanyahu's one-seat majority in parliament, will see Mr Lieberman appointed defence minister.
Mr Lieberman pledged his commitment to ""responsible, reasonable policy"".
The deal led Moshe Yaalon, a member of Mr Netanyahu's Likud party, to quit as defence minister in protest on Friday.
The former general warned that Israel was being taken over by ""dangerous and extreme elements"".
Mr Lieberman, who has twice served as foreign minister, has a reputation for inflammatory comments and takes a hawkish stance towards the Palestinians.
Avigdor Lieberman is a colourful addition to Israel's ruling coalition.
A Russian-speaking immigrant from the former Soviet Union, he is routinely described in newspaper profiles as a former nightclub bouncer in reference to a brief chapter in his early life.
Mr Lieberman served as foreign minister in the past, where he was generally perceived to cut a sometimes undiplomatic figure. At the defence ministry he will be in charge of the Israel Defense Forces (IDF), one of the most revered institutions in Israeli society. Benjamin Netanyahu has emphasised, though, that he will continue to take the lead in matters of national security.
The recruitment of Mr Lieberman and his Yisrael Beitenu party cannot be seen straightforwardly as a sign of a government drifting to the right.
Mr Netanyahu has been desperate to find a way to enlarge his coalition, which previously had a majority of a single vote, and he considered cutting a deal with the left-wing opposition before finally turning to Mr Lieberman.
Profile: Avigdor Lieberman
Since winning a fourth term in office last year, Mr Netanyahu has said he would explore bringing a sixth party into his coalition to widen its majority in parliament.
Wednesday's deal will give the prime minister control of 67 of the 120 seats in the Knesset. He previously had 61, which made it difficult to pass legislation.
Before agreeing to bring in Yisrael Beitenu, Mr Netanyahu had engaged in negotiations with the centre-left Zionist Union, amid international pressure to resume peace talks with the Palestinians.
France recently announced it would host an international conference on 3 June to try to revive the peace process, which collapsed amid acrimony in 2014.
""I am committed to promoting the peace process. I am committed to make every effort to reach an agreement,"" Mr Netanyahu said after signing the coalition deal with Mr Lieberman in Jerusalem.
""I intend to seize those opportunities. A broader government, a more stable government will make it easier to do so,"" he added.
Mr Lieberman, who lives in a Jewish settlement in the occupied West Bank, has repeatedly voiced scepticism about pursuing peace with the Palestinians.
At one point he suggested toppling the Palestinian Authority. A few weeks ago he threatened to kill a Hamas leader if the militant Islamist movement did not return the bodies of Israeli soldiers killed in the 2014 war in the Gaza Strip.
But on Wednesday he stated: ""My commitment first of all is to responsible, reasonable policy.""
""All of us have commitments to peace, to the final status agreement, to understanding between us and our neighbours.""
The chief Palestinian negotiator, Saeb Erekat, warned that Mr Lieberman's appointment as defence minister would ""result in apartheid, racism and religious and political extremism"".
In a separate development on Wednesday, an Israeli human rights group said it would stop filing complaints against alleged abuses by Israeli soldiers.
B'Tselem said that after 25 years of going through the military's legal channels it had concluded the process was what it called a ""whitewash mechanism"".
The military said B'Tselem's view was biased and failed to reflect reality.","The document discusses a deal between Israeli Prime Minister Benjamin Netanyahu and Avigdor Lieberman, which will see Lieberman appointed as the new defence minister. Lieberman has a reputation for inflammatory comments and a hawkish stance towards the Palestinians. The deal led to the resignation of Moshe Yaalon, who disagreed with the appointment. Netanyahu has emphasized that he will continue to take the lead in matters of national security. The recruitment of Lieberman and his Yisrael Beitenu party cannot be seen as a sign of a government drifting to the right. The prime minister has been desperate to find a way to enlarge his coalition and control of 67 seats in the Knesset was achieved through this deal. Lieberman has stated his commitment to ""responsible, reasonable policy"" and peace with the Palestinians.</s>",mistral7b,XSUM,No minimal inconsistent spans.<sep>peace with the Palestinians.
49,"Sgt Conchita Lopez, 28, is one of 10 policewomen in the border town of Tapachula in Mexico's southern Chiapas state. For six years she has been a member of the Mexican State Border Police.
Tapachula lies 32km (20 miles) from the border with Guatemala and is an entry point for many migrants fleeing violence and poverty in Central America.
Sgt Lopez has five sisters and five brothers, one of whom is in the Marines. ""I kept trying to get in, but there was never a space for me so I did private security for a while and then joined the police,"" she explains her career choice.  She is the only female member of her family to join the force.
As the sergeant in charge of the patrol she has to prepare all of her kit before setting off. ""I'm part of a police unit that looks after the rights of migrants crossing the border,"" explains Sgt Lopez about her role on border with Guatemala.
Sgt Lopez spends much of her time on patrol in the streets of Tapachula. ""We have many hotels and shelters here which house migrants from places such as El Salvador and Honduras,"" she says.
""We used to have a little place in the square for women who had been trafficked. It's a very common problem in Tapachula. It was a place for them to get legal advice and support, but it closed down. I would really like to do more to help them. At the moment I do a talk in a drop-in centre at the border to warn women about the tactics men use to trick them.""
Although her family lives in the same town, Sgt Lopez has to stay and sleep in the police station for four weeks at a time while on duty.
All the food in the station is prepared by the police officers. They work, live and eat together for the duration of their four-week long shift.
As Sgt Lopez carries on with her patrol, she comes across a young family living in an old railway carriage. The family is from Yucatan in Mexico and are visiting family in Tapachula. They live in the empty carriage because they cannot afford a hotel.
The border between Mexico and Guatemala is a popular crossing point for migrants trying to reach the Unites States. They come from El Salvador, Honduras, Venezuela and some from countries further afield such as Cameroon, Ethiopia and Eritrea.
As Sgt Lopez approaches the river's edge a man carrying a heavy load turns and walks back to the Guatemalan side of the river.
""Some people are afraid of the police. We know that there are bad police officers who often extort money from people bringing goods across the river,"" says Sgt Lopez.
""There used to be a checkpoint nearby so they take this path to avoid it. It's where women have had their goods stolen so we regularly check it.""
Migrants often follow the rail tracks to try and avoid checkpoints along the route.
""It's really hard for migrants as they come to escape from violence and often when they get here they experience the same thing.""
""On my five days off I just get straight into my own clothes and visit my boyfriend. He's cool with me being a police woman."" On her Sundays off Sgt Lopez plays football for the Tapachula women's team.
""I get to be out there helping people,"" says Sgt Lopez. ""I want to help people. I like to deal with the bad guys.""","Sgt Conchita Lopez is a 28-year-old member of the Mexican State Border Police in Tapachula, Mexico. She patrols the border with Guatemala, helping migrants and combating human trafficking. She lives and works in a police station for four weeks at a time while on duty, and spends much of her time on patrol in the streets of Tapachula. Sgt Lopez is the only female member of her family to join the force. She is passionate about helping women who have been trafficked and regularly gives talks in a drop-in center at the border to warn them about the tactics men use to trick them.</s>",mistral7b,XSUM,
